@gt=  0.000000  | lt=  0.000000 | input={0, 1}

@gt=  0.000000  | lt=  0.000000 | input={0, 1, 2}
{0.0, 0.0}
@gt=  0.000000  | lt=  0.000000 | input={0, 1, 2, 3}
{0.0, 0.0, 0.0}
@gt=  0.000000  | lt=  0.000000 | input={0, 1, 2, 3, 4}
{0.0, 0.0, 0.0, 0.0}
@gt=  0.000000  | lt=  0.000000 | input={0, 1, 2, 3, 4, 5}


{0.0023520595336, 0.0023178309652, 0.0023328941101, 0.0022766612203, 0.0023136738499, 0.0022970699686}
@gt=290733.626495  | lt=290733.626495 | input={0, 1, 2, 3, 4, 5}


{0.0023520595336, 0.0023178309652, 0.0023328941101, 0.0023503889061, 0.0023136738499, 0.0022970699686}
@gt=290735.051697  | lt=290735.051697 | input={0, 1, 2, 3, 4, 5}


{0.0023520595336, 0.0023178309652, 0.0023328941101, 0.0023503889061, 0.0023136738499, 0.0023725027133}
@gt=290736.203125  | lt=290736.203125 | input={0, 1, 2, 3, 4, 5}


{0.0023520595336, 0.0023178309652, 0.0023328941101, 0.0023503889061, 0.0023904841213, 0.0023725027133}
@gt=290738.878326  | lt=290738.878326 | input={0, 1, 2, 3, 4, 5}


{0.0024320703181, 0.0023178309652, 0.0023328941101, 0.0023503889061, 0.0023904841213, 0.0023725027133}
@gt=290797.522522  | lt=290797.522522 | input={0, 1, 2, 3, 4, 5}


{0.0024320703181, 0.0023528945261, 0.0023328941101, 0.0023503889061, 0.0023904841213, 0.0023725027133}
@gt=290797.522522  | lt=290797.522522 | input={0, 1, 2, 3, 4, 5}


{0.0024320703181, 0.0023528945261, 0.0023328941101, 0.0023503889061, 0.0023904841213, 0.0023725027133}
@gt=290798.508331  | lt=290798.508331 | input={0, 1, 2, 3, 4, 5}


{0.0024320703181, 0.0023528945261, 0.0023708835118, 0.0023503889061, 0.0023904841213, 0.0023725027133}
@gt=290798.508331  | lt=290798.508331 | input={0, 1, 2, 3, 4, 5}


{0.0024320703181, 0.0023528945261, 0.0023708835118, 0.0023503889061, 0.0023904841213, 0.0023725027133}
@gt=290799.625732  | lt=290799.625732 | input={0, 1, 2, 3, 4, 5}


{0.0024320703181, 0.0023528945261, 0.0023708835118, 0.0023916947075, 0.0023904841213, 0.0023725027133}
@gt=290799.625732  | lt=290799.625732 | input={0, 1, 2, 3, 4, 5}


{0.0024320703181, 0.0023528945261, 0.0023708835118, 0.0023916947075, 0.0023904841213, 0.0023725027133}
@gt=290801.051270  | lt=290801.051270 | input={0, 1, 2, 3, 4, 5}


{0.0024320703181, 0.0023528945261, 0.0023708835118, 0.0023916947075, 0.0023904841213, 0.0024180394491}
@gt=290801.051270  | lt=290801.051270 | input={0, 1, 2, 3, 4, 5}


{0.0024320703181, 0.0023528945261, 0.0023708835118, 0.0023916947075, 0.0023904841213, 0.0024180394491}
@gt=290802.202942  | lt=290802.202942 | input={0, 1, 2, 3, 4, 5}


{0.0024320703181, 0.0023528945261, 0.0023708835118, 0.0023916947075, 0.0024394389724, 0.0024180394491}
@gt=290802.202942  | lt=290802.202942 | input={0, 1, 2, 3, 4, 5}


{0.0024320703181, 0.0023528945261, 0.0023708835118, 0.0023916947075, 0.0024394389724, 0.0024180394491}
@gt=290804.878754  | lt=290804.878754 | input={0, 1, 2, 3, 4, 5}


{0.0024889668665, 0.0023528945261, 0.0023708835118, 0.0023916947075, 0.0024394389724, 0.0024180394491}
@gt=290804.878754  | lt=290804.878754 | input={0, 1, 2, 3, 4, 5}


{0.0024889668665, 0.0023528945261, 0.0023708835118, 0.0023916947075, 0.0024394389724, 0.0024180394491}
@gt=290961.519409  | lt=290961.519409 | input={0, 1, 2, 3, 4, 5}

@gt=290961.519409  | lt=290961.519409 | input={0, 1, 2, 3, 4, 5}
{0.0024889668665, 0.0025768699761, 0.0023708835118, 0.0023916947075, 0.0024394389724, 0.0024180394491}

{0.0024889668665, 0.0025768699761, 0.0023708835118, 0.0023916947075, 0.0024394389724, 0.0024180394491}
@gt=290962.505798  | lt=290962.505798 | input={0, 1, 2, 3, 4, 5}

@gt=290962.505798  | lt=290962.505798 | input={0, 1, 2, 3, 4, 5}
{0.0024889668665, 0.0025768699761, 0.0025962527889, 0.0023916947075, 0.0024394389724, 0.0024180394491}

{0.0024889668665, 0.0025768699761, 0.0025962527889, 0.0023916947075, 0.0024394389724, 0.0024180394491}
@gt=290963.623840  | lt=290963.623840 | input={0, 1, 2, 3, 4, 5}

@gt=290963.623840  | lt=290963.623840 | input={0, 1, 2, 3, 4, 5}
{0.0024889668665, 0.0025768699761, 0.0025962527889, 0.0026186438451, 0.0024394389724, 0.0024180394491}

{0.0024889668665, 0.0025768699761, 0.0025962527889, 0.0026186438451, 0.0024394389724, 0.0024180394491}
@gt=290965.050171  | lt=290965.050171 | input={0, 1, 2, 3, 4, 5}

@gt=290965.050171  | lt=290965.050171 | input={0, 1, 2, 3, 4, 5}
{0.0024889668665, 0.0025768699761, 0.0025962527889, 0.0026186438451, 0.0024394389724, 0.0026470040774}

{0.0024889668665, 0.0025768699761, 0.0025962527889, 0.0026186438451, 0.0024394389724, 0.0026470040774}
@gt=290966.202484  | lt=290966.202484 | input={0, 1, 2, 3, 4, 5}

@gt=290966.202484  | lt=290966.202484 | input={0, 1, 2, 3, 4, 5}
{0.0024889668665, 0.0025768699761, 0.0025962527889, 0.0026186438451, 0.0026700318884, 0.0026470040774}

{0.0024889668665, 0.0025768699761, 0.0025962527889, 0.0026186438451, 0.0026700318884, 0.0026470040774}
@gt=290968.879822  | lt=290968.879822 | input={0, 1, 2, 3, 4, 5}

@gt=290968.879822  | lt=290968.879822 | input={0, 1, 2, 3, 4, 5}
{0.0027233430212, 0.0025768699761, 0.0025962527889, 0.0026186438451, 0.0026700318884, 0.0026470040774}

{0.0027233430212, 0.0025768699761, 0.0025962527889, 0.0026186438451, 0.0026700318884, 0.0026470040774}
@gt=291157.515717  | lt=291157.515717 | input={0, 1, 2, 3, 4, 5}


{0.0027233430212, 0.0025768955172, 0.0025962527889, 0.0026186438451, 0.0026700318884, 0.0026470040774}
@gt=291162.201965  | lt=291162.201965 | input={0, 1, 2, 3, 4, 5}


{0.0027233430212, 0.0025768955172, 0.0025962527889, 0.0026186438451, 0.0026700580577, 0.0026470040774}
@gt=291212.514679  | lt=291212.514679 | input={0, 1, 2, 3, 4, 5}


{0.0027233430212, 0.002615397296, 0.0025962527889, 0.0026186438451, 0.0026700580577, 0.0026470040774}
@gt=291217.201813  | lt=291217.201813 | input={0, 1, 2, 3, 4, 5}


{0.0027233430212, 0.002615397296, 0.0025962527889, 0.0026186438451, 0.0027122044726, 0.0026470040774}
@gt=291245.514069  | lt=291245.514069 | input={0, 1, 2, 3, 4, 5}


{0.0027233430212, 0.0026697049085, 0.0025962527889, 0.0026186438451, 0.0027122044726, 0.0026470040774}
@gt=291250.201721  | lt=291250.201721 | input={0, 1, 2, 3, 4, 5}


{0.0027233430212, 0.0026697049085, 0.0025962527889, 0.0026186438451, 0.0027757646324, 0.0026470040774}
@gt=291331.512451  | lt=291331.512451 | input={0, 1, 2, 3, 4, 5}

@gt=291331.512451  | lt=291331.512451 | input={0, 1, 2, 3, 4, 5}
{0.0027233430212, 0.0027660263257, 0.0025962527889, 0.0026186438451, 0.0027757646324, 0.0026470040774}

{0.0027233430212, 0.0027660263257, 0.0025962527889, 0.0026186438451, 0.0027757646324, 0.0026470040774}
@gt=291336.201477  | lt=291336.201477 | input={0, 1, 2, 3, 4, 5}

@gt=291336.201477  | lt=291336.201477 | input={0, 1, 2, 3, 4, 5}
{0.0027233430212, 0.0027660263257, 0.0025962527889, 0.0026186438451, 0.0028776964573, 0.0026470040774}

{0.0027233430212, 0.0027660263257, 0.0025962527889, 0.0026186438451, 0.0028776964573, 0.0026470040774}
@gt=291650.615845  | lt=291650.615845 | input={0, 1, 2, 3, 4, 5}


{0.0027233430212, 0.0027660263257, 0.0025962527889, 0.0026187354923, 0.0028776964573, 0.0026470040774}
@gt=291655.884247  | lt=291655.884247 | input={0, 1, 2, 3, 4, 5}


{0.0027234353748, 0.0027660263257, 0.0025962527889, 0.0026187354923, 0.0028776964573, 0.0026470040774}
@gt=291705.615234  | lt=291705.615234 | input={0, 1, 2, 3, 4, 5}


{0.0027234353748, 0.0027660263257, 0.0025962527889, 0.0026588706276, 0.0028776964573, 0.0026470040774}
@gt=291710.884613  | lt=291710.884613 | input={0, 1, 2, 3, 4, 5}


{0.0027676678899, 0.0027660263257, 0.0025962527889, 0.0026588706276, 0.0028776964573, 0.0026470040774}
@gt=291738.614838  | lt=291738.614838 | input={0, 1, 2, 3, 4, 5}


{0.0027676678899, 0.0027660263257, 0.0025962527889, 0.0027173247643, 0.0028776964573, 0.0026470040774}
@gt=291743.884827  | lt=291743.884827 | input={0, 1, 2, 3, 4, 5}


{0.0028365239969, 0.0027660263257, 0.0025962527889, 0.0027173247643, 0.0028776964573, 0.0026470040774}
@gt=291824.613831  | lt=291824.613831 | input={0, 1, 2, 3, 4, 5}

@gt=291824.613831  | lt=291824.613831 | input={0, 1, 2, 3, 4, 5}
{0.0028365239969, 0.0027660263257, 0.0025962527889, 0.0028161604766, 0.0028776964573, 0.0026470040774}

{0.0028365239969, 0.0027660263257, 0.0025962527889, 0.0028161604766, 0.0028776964573, 0.0026470040774}
@gt=291829.885376  | lt=291829.885376 | input={0, 1, 2, 3, 4, 5}

@gt=291829.885376  | lt=291829.885376 | input={0, 1, 2, 3, 4, 5}
{0.0029416671001, 0.0027660263257, 0.0025962527889, 0.0028161604766, 0.0028776964573, 0.0026470040774}

{0.0029416671001, 0.0027660263257, 0.0025962527889, 0.0028161604766, 0.0028776964573, 0.0026470040774}
@gt=292140.487610  | lt=292140.487610 | input={0, 1, 2, 3, 4, 5}


{0.0029416671001, 0.0027660263257, 0.0025964101096, 0.0028161604766, 0.0028776964573, 0.0026470040774}
@gt=292143.042267  | lt=292143.042267 | input={0, 1, 2, 3, 4, 5}


{0.0029416671001, 0.0027660263257, 0.0025964101096, 0.0028161604766, 0.0028776964573, 0.0026471617405}
@gt=292195.486755  | lt=292195.486755 | input={0, 1, 2, 3, 4, 5}


{0.0029416671001, 0.0027660263257, 0.0026356677586, 0.0028161604766, 0.0028776964573, 0.0026471617405}
@gt=292198.041901  | lt=292198.041901 | input={0, 1, 2, 3, 4, 5}


{0.0029416671001, 0.0027660263257, 0.0026356677586, 0.0028161604766, 0.0028776964573, 0.0026884062274}
@gt=292228.486237  | lt=292228.486237 | input={0, 1, 2, 3, 4, 5}


{0.0029416671001, 0.0027660263257, 0.0026918942484, 0.0028161604766, 0.0028776964573, 0.0026884062274}
@gt=292231.041687  | lt=292231.041687 | input={0, 1, 2, 3, 4, 5}


{0.0029416671001, 0.0027660263257, 0.0026918942484, 0.0028161604766, 0.0028776964573, 0.0027496766972}
@gt=292314.484924  | lt=292314.484924 | input={0, 1, 2, 3, 4, 5}

@gt=292314.484924  | lt=292314.484924 | input={0, 1, 2, 3, 4, 5}
{0.0029416671001, 0.0027660263257, 0.0027893792273, 0.0028161604766, 0.0028776964573, 0.0027496766972}

{0.0029416671001, 0.0027660263257, 0.0027893792273, 0.0028161604766, 0.0028776964573, 0.0027496766972}
@gt=292317.041107  | lt=292317.041107 | input={0, 1, 2, 3, 4, 5}

@gt=292317.041107  | lt=292317.041107 | input={0, 1, 2, 3, 4, 5}
{0.0029416671001, 0.0027660263257, 0.0027893792273, 0.0028161604766, 0.0028776964573, 0.0028502201425}

{0.0029416671001, 0.0027660263257, 0.0027893792273, 0.0028161604766, 0.0028776964573, 0.0028502201425}
@gt=363333.156219  | lt=363333.156219 | input={0, 1, 2, 3, 4, 5}


{0.0029416671001, 0.0027756783104, 0.0027893792273, 0.0028161604766, 0.0028776964573, 0.0028502201425}
@gt=363334.387939  | lt=363334.387939 | input={0, 1, 2, 3, 4, 5}


{0.0029416671001, 0.0027756783104, 0.0027988997277, 0.0028161604766, 0.0028776964573, 0.0028502201425}
@gt=363335.784058  | lt=363335.784058 | input={0, 1, 2, 3, 4, 5}


{0.0029416671001, 0.0027756783104, 0.0027988997277, 0.0028257469889, 0.0028776964573, 0.0028502201425}
@gt=363337.565155  | lt=363337.565155 | input={0, 1, 2, 3, 4, 5}


{0.0029416671001, 0.0027756783104, 0.0027988997277, 0.0028257469889, 0.0028776964573, 0.0028597410689}
@gt=363339.004120  | lt=363339.004120 | input={0, 1, 2, 3, 4, 5}


{0.0029416671001, 0.0027756783104, 0.0027988997277, 0.0028257469889, 0.002887349226, 0.0028597410689}
@gt=363342.347382  | lt=363342.347382 | input={0, 1, 2, 3, 4, 5}


{0.0029512544923, 0.0027756783104, 0.0027988997277, 0.0028257469889, 0.002887349226, 0.0028597410689}
@gt=363398.154999  | lt=363398.154999 | input={0, 1, 2, 3, 4, 5}


{0.0029512544923, 0.0028452528246, 0.0027988997277, 0.0028257469889, 0.002887349226, 0.0028597410689}
@gt=363399.386932  | lt=363399.386932 | input={0, 1, 2, 3, 4, 5}


{0.0029512544923, 0.0028452528246, 0.0028699480823, 0.0028257469889, 0.002887349226, 0.0028597410689}
@gt=363400.783325  | lt=363400.783325 | input={0, 1, 2, 3, 4, 5}


{0.0029512544923, 0.0028452528246, 0.0028699480823, 0.0028984659368, 0.002887349226, 0.0028597410689}
@gt=363402.564728  | lt=363402.564728 | input={0, 1, 2, 3, 4, 5}


{0.0029512544923, 0.0028452528246, 0.0028699480823, 0.0028984659368, 0.002887349226, 0.0029345912217}
@gt=363404.003937  | lt=363404.003937 | input={0, 1, 2, 3, 4, 5}


{0.0029512544923, 0.0028452528246, 0.0028699480823, 0.0028984659368, 0.0029639211958, 0.0029345912217}
@gt=363407.347809  | lt=363407.347809 | input={0, 1, 2, 3, 4, 5}


{0.0030318269484, 0.0028452528246, 0.0028699480823, 0.0028984659368, 0.0029639211958, 0.0029345912217}
@gt=363464.153748  | lt=363464.153748 | input={0, 1, 2, 3, 4, 5}


{0.0030318269484, 0.0028762539203, 0.0028699480823, 0.0028984659368, 0.0029639211958, 0.0029345912217}
@gt=363464.153748  | lt=363464.153748 | input={0, 1, 2, 3, 4, 5}


{0.0030318269484, 0.0028762539203, 0.0028699480823, 0.0028984659368, 0.0029639211958, 0.0029345912217}
@gt=363465.385925  | lt=363465.385925 | input={0, 1, 2, 3, 4, 5}


{0.0030318269484, 0.0028762539203, 0.0029046062299, 0.0028984659368, 0.0029639211958, 0.0029345912217}
@gt=363465.385925  | lt=363465.385925 | input={0, 1, 2, 3, 4, 5}


{0.0030318269484, 0.0028762539203, 0.0029046062299, 0.0028984659368, 0.0029639211958, 0.0029345912217}
@gt=363466.782562  | lt=363466.782562 | input={0, 1, 2, 3, 4, 5}


{0.0030318269484, 0.0028762539203, 0.0029046062299, 0.0029372692445, 0.0029639211958, 0.0029345912217}
@gt=363466.782562  | lt=363466.782562 | input={0, 1, 2, 3, 4, 5}


{0.0030318269484, 0.0028762539203, 0.0029046062299, 0.0029372692445, 0.0029639211958, 0.0029345912217}
@gt=363468.564301  | lt=363468.564301 | input={0, 1, 2, 3, 4, 5}


{0.0030318269484, 0.0028762539203, 0.0029046062299, 0.0029372692445, 0.0029639211958, 0.0029786826539}
@gt=363468.564301  | lt=363468.564301 | input={0, 1, 2, 3, 4, 5}


{0.0030318269484, 0.0028762539203, 0.0029046062299, 0.0029372692445, 0.0029639211958, 0.0029786826539}
@gt=363470.003754  | lt=363470.003754 | input={0, 1, 2, 3, 4, 5}


{0.0030318269484, 0.0028762539203, 0.0029046062299, 0.0029372692445, 0.0030122848646, 0.0029786826539}
@gt=363470.003754  | lt=363470.003754 | input={0, 1, 2, 3, 4, 5}


{0.0030318269484, 0.0028762539203, 0.0029046062299, 0.0029372692445, 0.0030122848646, 0.0029786826539}
@gt=363473.348236  | lt=363473.348236 | input={0, 1, 2, 3, 4, 5}


{0.003090116901, 0.0028762539203, 0.0029046062299, 0.0029372692445, 0.0030122848646, 0.0029786826539}
@gt=363473.348236  | lt=363473.348236 | input={0, 1, 2, 3, 4, 5}


{0.003090116901, 0.0028762539203, 0.0029046062299, 0.0029372692445, 0.0030122848646, 0.0029786826539}
@gt=363628.150665  | lt=363628.150665 | input={0, 1, 2, 3, 4, 5}

@gt=363628.150665  | lt=363628.150665 | input={0, 1, 2, 3, 4, 5}
{0.003090116901, 0.0030982952531, 0.0029046062299, 0.0029372692445, 0.0030122848646, 0.0029786826539}

{0.003090116901, 0.0030982952531, 0.0029046062299, 0.0029372692445, 0.0030122848646, 0.0029786826539}
@gt=363629.383392  | lt=363629.383392 | input={0, 1, 2, 3, 4, 5}

@gt=363629.383392  | lt=363629.383392 | input={0, 1, 2, 3, 4, 5}
{0.003090116901, 0.0030982952531, 0.00312838948, 0.0029372692445, 0.0030122848646, 0.0029786826539}

{0.003090116901, 0.0030982952531, 0.00312838948, 0.0029372692445, 0.0030122848646, 0.0029786826539}
@gt=363630.780640  | lt=363630.780640 | input={0, 1, 2, 3, 4, 5}

@gt=363630.780640  | lt=363630.780640 | input={0, 1, 2, 3, 4, 5}
{0.003090116901, 0.0030982952531, 0.00312838948, 0.0031630268889, 0.0030122848646, 0.0029786826539}

{0.003090116901, 0.0030982952531, 0.00312838948, 0.0031630268889, 0.0030122848646, 0.0029786826539}
@gt=363632.563202  | lt=363632.563202 | input={0, 1, 2, 3, 4, 5}

@gt=363632.563202  | lt=363632.563202 | input={0, 1, 2, 3, 4, 5}
{0.003090116901, 0.0030982952531, 0.00312838948, 0.0031630268889, 0.0030122848646, 0.0032069591658}

{0.003090116901, 0.0030982952531, 0.00312838948, 0.0031630268889, 0.0030122848646, 0.0032069591658}
@gt=363634.003326  | lt=363634.003326 | input={0, 1, 2, 3, 4, 5}

@gt=363634.003326  | lt=363634.003326 | input={0, 1, 2, 3, 4, 5}
{0.003090116901, 0.0030982952531, 0.00312838948, 0.0031630268889, 0.0032425963588, 0.0032069591658}

{0.003090116901, 0.0030982952531, 0.00312838948, 0.0031630268889, 0.0032425963588, 0.0032069591658}
@gt=363637.349304  | lt=363637.349304 | input={0, 1, 2, 3, 4, 5}

@gt=363637.349304  | lt=363637.349304 | input={0, 1, 2, 3, 4, 5}
{0.0033251564626, 0.0030982952531, 0.00312838948, 0.0031630268889, 0.0032425963588, 0.0032069591658}

{0.0033251564626, 0.0030982952531, 0.00312838948, 0.0031630268889, 0.0032425963588, 0.0032069591658}
@gt=363824.146973  | lt=363824.146973 | input={0, 1, 2, 3, 4, 5}


{0.0033251564626, 0.0030983206106, 0.00312838948, 0.0031630268889, 0.0032425963588, 0.0032069591658}
@gt=363830.002777  | lt=363830.002777 | input={0, 1, 2, 3, 4, 5}


{0.0033251564626, 0.0030983206106, 0.00312838948, 0.0031630268889, 0.0032426225014, 0.0032069591658}
@gt=363879.145935  | lt=363879.145935 | input={0, 1, 2, 3, 4, 5}


{0.0033251564626, 0.0031357580773, 0.00312838948, 0.0031630268889, 0.0032426225014, 0.0032069591658}
@gt=363885.002625  | lt=363885.002625 | input={0, 1, 2, 3, 4, 5}


{0.0033251564626, 0.0031357580773, 0.00312838948, 0.0031630268889, 0.0032846140309, 0.0032069591658}
@gt=363912.145325  | lt=363912.145325 | input={0, 1, 2, 3, 4, 5}


{0.0033251564626, 0.003187364046, 0.00312838948, 0.0031630268889, 0.0032846140309, 0.0032069591658}
@gt=363918.002533  | lt=363918.002533 | input={0, 1, 2, 3, 4, 5}


{0.0033251564626, 0.003187364046, 0.00312838948, 0.0031630268889, 0.0033477810305, 0.0032069591658}
@gt=363998.143707  | lt=363998.143707 | input={0, 1, 2, 3, 4, 5}

@gt=363998.143707  | lt=363998.143707 | input={0, 1, 2, 3, 4, 5}
{0.0033251564626, 0.0032820477645, 0.00312838948, 0.0031630268889, 0.0033477810305, 0.0032069591658}

{0.0033251564626, 0.0032820477645, 0.00312838948, 0.0031630268889, 0.0033477810305, 0.0032069591658}
@gt=364004.002289  | lt=364004.002289 | input={0, 1, 2, 3, 4, 5}

@gt=364004.002289  | lt=364004.002289 | input={0, 1, 2, 3, 4, 5}
{0.0033251564626, 0.0032820477645, 0.00312838948, 0.0031630268889, 0.0034494745272, 0.0032069591658}

{0.0033251564626, 0.0032820477645, 0.00312838948, 0.0031630268889, 0.0034494745272, 0.0032069591658}
@gt=364317.772675  | lt=364317.772675 | input={0, 1, 2, 3, 4, 5}


{0.0033251564626, 0.0032820477645, 0.00312838948, 0.0031631184231, 0.0034494745272, 0.0032069591658}
@gt=364324.353729  | lt=364324.353729 | input={0, 1, 2, 3, 4, 5}


{0.0033252488791, 0.0032820477645, 0.00312838948, 0.0031631184231, 0.0034494745272, 0.0032069591658}
@gt=364372.772034  | lt=364372.772034 | input={0, 1, 2, 3, 4, 5}


{0.0033252488791, 0.0032820477645, 0.00312838948, 0.0032025978997, 0.0034494745272, 0.0032069591658}
@gt=364379.354095  | lt=364379.354095 | input={0, 1, 2, 3, 4, 5}


{0.0033698464558, 0.0032820477645, 0.00312838948, 0.0032025978997, 0.0034494745272, 0.0032069591658}
@gt=364405.771667  | lt=364405.771667 | input={0, 1, 2, 3, 4, 5}


{0.0033698464558, 0.0032820477645, 0.00312838948, 0.0032593877766, 0.0034494745272, 0.0032069591658}
@gt=364412.354309  | lt=364412.354309 | input={0, 1, 2, 3, 4, 5}


{0.003439629233, 0.0032820477645, 0.00312838948, 0.0032593877766, 0.0034494745272, 0.0032069591658}
@gt=364491.770660  | lt=364491.770660 | input={0, 1, 2, 3, 4, 5}

@gt=364491.770660  | lt=364491.770660 | input={0, 1, 2, 3, 4, 5}
{0.003439629233, 0.0032820477645, 0.00312838948, 0.003357214638, 0.0034494745272, 0.0032069591658}

{0.003439629233, 0.0032820477645, 0.00312838948, 0.003357214638, 0.0034494745272, 0.0032069591658}
@gt=364498.354858  | lt=364498.354858 | input={0, 1, 2, 3, 4, 5}

@gt=364498.354858  | lt=364498.354858 | input={0, 1, 2, 3, 4, 5}
{0.0035453340708, 0.0032820477645, 0.00312838948, 0.003357214638, 0.0034494745272, 0.0032069591658}

{0.0035453340708, 0.0032820477645, 0.00312838948, 0.003357214638, 0.0034494745272, 0.0032069591658}
@gt=364807.365173  | lt=364807.365173 | input={0, 1, 2, 3, 4, 5}


{0.0035453340708, 0.0032820477645, 0.0031285466502, 0.003357214638, 0.0034494745272, 0.0032069591658}
@gt=364810.555298  | lt=364810.555298 | input={0, 1, 2, 3, 4, 5}


{0.0035453340708, 0.0032820477645, 0.0031285466502, 0.003357214638, 0.0034494745272, 0.0032071167636}
@gt=364862.364349  | lt=364862.364349 | input={0, 1, 2, 3, 4, 5}


{0.0035453340708, 0.0032820477645, 0.0031669315353, 0.003357214638, 0.0034494745272, 0.0032071167636}
@gt=364865.554932  | lt=364865.554932 | input={0, 1, 2, 3, 4, 5}


{0.0035453340708, 0.0032820477645, 0.0031669315353, 0.003357214638, 0.0034494745272, 0.0032479825916}
@gt=364895.363831  | lt=364895.363831 | input={0, 1, 2, 3, 4, 5}


{0.0035453340708, 0.0032820477645, 0.0032209426061, 0.003357214638, 0.0034494745272, 0.0032479825916}
@gt=364898.554718  | lt=364898.554718 | input={0, 1, 2, 3, 4, 5}


{0.0035453340708, 0.0032820477645, 0.0032209426061, 0.003357214638, 0.0034494745272, 0.003308291876}
@gt=364981.362488  | lt=364981.362488 | input={0, 1, 2, 3, 4, 5}

@gt=364981.362488  | lt=364981.362488 | input={0, 1, 2, 3, 4, 5}
{0.0035453340708, 0.0032820477645, 0.0033170845925, 0.003357214638, 0.0034494745272, 0.003308291876}

{0.0035453340708, 0.0032820477645, 0.0033170845925, 0.003357214638, 0.0034494745272, 0.003308291876}
@gt=364984.554138  | lt=364984.554138 | input={0, 1, 2, 3, 4, 5}

@gt=364984.554138  | lt=364984.554138 | input={0, 1, 2, 3, 4, 5}
{0.0035453340708, 0.0032820477645, 0.0033170845925, 0.003357214638, 0.0034494745272, 0.0034082526641}

{0.0035453340708, 0.0032820477645, 0.0033170845925, 0.003357214638, 0.0034494745272, 0.0034082526641}
@gt=435999.787476  | lt=435999.787476 | input={0, 1, 2, 3, 4, 5}


{0.0035453340708, 0.0032916995657, 0.0033170845925, 0.003357214638, 0.0034494745272, 0.0034082526641}
@gt=436001.265533  | lt=436001.265533 | input={0, 1, 2, 3, 4, 5}


{0.0035453340708, 0.0032916995657, 0.0033266049424, 0.003357214638, 0.0034494745272, 0.0034082526641}
@gt=436002.940887  | lt=436002.940887 | input={0, 1, 2, 3, 4, 5}


{0.0035453340708, 0.0032916995657, 0.0033266049424, 0.0033668010372, 0.0034494745272, 0.0034082526641}
@gt=436005.078217  | lt=436005.078217 | input={0, 1, 2, 3, 4, 5}


{0.0035453340708, 0.0032916995657, 0.0033266049424, 0.0033668010372, 0.0034494745272, 0.0034177735252}
@gt=436006.804932  | lt=436006.804932 | input={0, 1, 2, 3, 4, 5}


{0.0035453340708, 0.0032916995657, 0.0033266049424, 0.0033668010372, 0.0034591272692, 0.0034177735252}
@gt=436010.816864  | lt=436010.816864 | input={0, 1, 2, 3, 4, 5}


{0.003554921526, 0.0032916995657, 0.0033266049424, 0.0033668010372, 0.0034591272692, 0.0034177735252}
@gt=436064.786224  | lt=436064.786224 | input={0, 1, 2, 3, 4, 5}


{0.003554921526, 0.0033596365283, 0.0033266049424, 0.0033668010372, 0.0034591272692, 0.0034177735252}
@gt=436066.264526  | lt=436066.264526 | input={0, 1, 2, 3, 4, 5}


{0.003554921526, 0.0033596365283, 0.0033963104915, 0.0033668010372, 0.0034591272692, 0.0034177735252}
@gt=436067.940125  | lt=436067.940125 | input={0, 1, 2, 3, 4, 5}


{0.003554921526, 0.0033596365283, 0.0033963104915, 0.0034385112106, 0.0034591272692, 0.0034177735252}
@gt=436070.077759  | lt=436070.077759 | input={0, 1, 2, 3, 4, 5}


{0.003554921526, 0.0033596365283, 0.0033963104915, 0.0034385112106, 0.0034591272692, 0.0034920410861}
@gt=436071.804779  | lt=436071.804779 | input={0, 1, 2, 3, 4, 5}


{0.003554921526, 0.0033596365283, 0.0033963104915, 0.0034385112106, 0.0035354609739, 0.0034920410861}
@gt=436075.817291  | lt=436075.817291 | input={0, 1, 2, 3, 4, 5}


{0.0036360556537, 0.0033596365283, 0.0033963104915, 0.0034385112106, 0.0035354609739, 0.0034920410861}
@gt=436130.785004  | lt=436130.785004 | input={0, 1, 2, 3, 4, 5}


{0.0036360556537, 0.0033865752494, 0.0033963104915, 0.0034385112106, 0.0035354609739, 0.0034920410861}
@gt=436130.785004  | lt=436130.785004 | input={0, 1, 2, 3, 4, 5}


{0.0036360556537, 0.0033865752494, 0.0033963104915, 0.0034385112106, 0.0035354609739, 0.0034920410861}
@gt=436132.263519  | lt=436132.263519 | input={0, 1, 2, 3, 4, 5}


{0.0036360556537, 0.0033865752494, 0.0034276373851, 0.0034385112106, 0.0035354609739, 0.0034920410861}
@gt=436132.263519  | lt=436132.263519 | input={0, 1, 2, 3, 4, 5}


{0.0036360556537, 0.0033865752494, 0.0034276373851, 0.0034385112106, 0.0035354609739, 0.0034920410861}
@gt=436133.939362  | lt=436133.939362 | input={0, 1, 2, 3, 4, 5}


{0.0036360556537, 0.0033865752494, 0.0034276373851, 0.003474811934, 0.0035354609739, 0.0034920410861}
